IDCliente,Cancelacion,Genero,MayorDeEdad,Pareja,Dependientes,MesesContratado,ServicioTelefonico,MultiplesLineas,ServicioInternet,SeguridadEnLinea,CopiaSeguridadEnLinea,ProteccionDispositivo,SoporteTecnico,TransmisionTelevision,TransmisionPeliculas,TipoContrato,FacturacionElectronica,MetodosPago,CargoMensual,CargoTotal,CostoDiario
7493-TPUWZ,True,Hombre,0,False,False,1,True,True,Fiber optic,False,True,False,False,False,False,Mes a mes,True,Cheque E.,79.15,79.15,2.6383333333333336
7495-OOKFY,True,Mujer,1,True,False,8,True,True,Fiber optic,False,True,False,False,False,False,Mes a mes,True,Tarjeta C.,80.65,633.3,2.6883333333333335
7501-IWUNG,False,Mujer,0,True,True,61,True,False,DSL,False,False,True,True,True,True,Dos años,True,Transferencia,73.8,4616.05,2.46
7501-VTYLJ,False,Mujer,0,False,True,2,True,False,DSL,False,True,False,False,False,False,Mes a mes,False,Cheque C.,51.55,106.2,1.7183333333333333
7502-BNYGS,False,Mujer,0,True,False,46,True,False,DSL,False,True,False,False,True,True,Mes a mes,True,Tarjeta C.,69.1,3168.0,2.3033333333333332
7503-EPSZW,False,Mujer,0,True,True,64,True,True,No,False,False,False,False,False,False,Dos años,True,Cheque C.,24.05,1559.15,0.8016666666666666
7503-MIOGA,False,Mujer,1,True,False,72,True,True,DSL,True,True,True,True,True,True,Dos años,True,Transferencia,89.85,6697.35,2.9949999999999997
7503-QQRVF,True,Hombre,1,True,False,16,True,False,Fiber optic,False,True,False,False,False,False,Mes a mes,True,Tarjeta C.,74.3,1178.25,2.4766666666666666
7503-ZGUZJ,True,Hombre,0,False,False,1,True,True,Fiber optic,False,False,False,False,True,False,Mes a mes,True,Cheque C.,84.65,84.65,2.8216666666666668
7504-UWHNB,False,Hombre,0,False,False,25,True,False,Fiber optic,False,False,False,False,False,False,Mes a mes,False,Cheque E.,69.75,1729.35,2.325
7508-DQAKK,False,Mujer,0,False,False,64,True,True,DSL,True,True,True,True,True,True,Dos años,True,Tarjeta C.,86.4,5442.05,2.8800000000000003
7508-KBIMB,False,Hombre,0,True,True,24,True,False,DSL,True,False,True,False,False,False,Un año,True,Tarjeta C.,56.25,1454.25,1.875
7508-MYBOG,True,Hombre,0,True,False,14,True,True,Fiber optic,False,False,False,False,True,False,Mes a mes,True,Cheque E.,86.1,1235.55,2.8699999999999997
7508-SMHXL,False,Mujer,1,False,False,15,True,True,Fiber optic,False,True,False,False,True,False,Mes a mes,False,Tarjeta C.,89.0,1288.3,2.966666666666667
7511-YMXVQ,True,Hombre,0,False,False,9,False,False,DSL,False,False,False,False,True,True,Mes a mes,True,Cheque E.,45.4,418.8,1.5133333333333332
7515-LODFU,False,Hombre,1,False,False,69,True,False,No,False,False,False,False,False,False,Dos años,False,Tarjeta C.,20.3,1356.3,0.6766666666666666
7516-GMHUV,False,Hombre,1,True,False,50,True,True,Fiber optic,True,False,True,False,True,True,Dos años,True,Tarjeta C.,105.05,5163.3,3.5016666666666665
7517-LDMPS,False,Mujer,0,False,False,12,True,False,Fiber optic,False,True,False,False,False,True,Mes a mes,True,Cheque E.,84.6,1017.35,2.82
7517-SAWMO,True,Mujer,0,True,False,19,True,False,Fiber optic,True,False,False,False,False,False,Mes a mes,True,Cheque E.,73.2,1441.1,2.44
7519-JTWQH,False,Mujer,0,False,False,69,True,True,Fiber optic,False,True,True,True,True,True,Dos años,True,Transferencia,110.5,7455.45,3.683333333333333
7520-HQWJU,False,Mujer,0,True,True,66,True,True,DSL,True,True,True,False,False,False,Mes a mes,True,Transferencia,67.45,4508.65,2.2483333333333335
7521-AFHAB,False,Mujer,0,True,True,5,True,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque C.,44.8,220.45,1.4933333333333332
7521-YXVZY,False,Hombre,0,False,True,3,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,19.95,58.3,0.6649999999999999
7524-VRLPL,False,Hombre,1,False,False,69,True,True,DSL,True,False,True,True,False,True,Dos años,False,Tarjeta C.,74.1,5031.0,2.4699999999999998
7526-BEZQB,True,Hombre,0,False,False,12,True,True,Fiber optic,False,False,False,False,True,True,Mes a mes,True,Cheque E.,96.05,1148.1,3.2016666666666667
7526-IVLYU,False,Hombre,0,False,False,3,True,False,No,False,False,False,False,False,False,Mes a mes,True,Cheque C.,19.65,68.35,0.6549999999999999
7527-QNRUS,False,Hombre,0,True,True,17,True,True,No,False,False,False,False,False,False,Dos años,True,Cheque C.,25.15,412.6,0.8383333333333333
7529-ZDFXI,False,Hombre,1,True,False,57,True,True,Fiber optic,False,True,False,False,False,True,Mes a mes,True,Cheque E.,89.85,4925.35,2.9949999999999997
7530-HDYDS,True,Mujer,0,False,False,38,True,False,Fiber optic,False,True,True,True,False,False,Mes a mes,True,Tarjeta C.,84.25,3264.5,2.808333333333333
7531-GQHME,False,Hombre,0,False,False,12,True,False,No,False,False,False,False,False,False,Mes a mes,False,Tarjeta C.,20.05,265.45,0.6683333333333333
7534-BFESC,True,Hombre,1,False,False,24,True,True,Fiber optic,False,False,False,False,False,False,Mes a mes,True,Cheque E.,76.1,1712.7,2.5366666666666666
7537-CBQUZ,False,Hombre,1,False,False,63,True,True,Fiber optic,True,True,True,False,True,True,Mes a mes,True,Transferencia,109.4,7031.45,3.646666666666667
7537-RBWEA,False,Mujer,0,False,False,1,False,False,DSL,False,False,False,False,False,False,Mes a mes,True,Cheque C.,25.15,25.15,0.8383333333333333
7538-GWHML,True,Mujer,0,False,False,2,True,False,Fiber optic,False,False,False,False,False,False,Mes a mes,False,Cheque E.,69.65,145.15,2.3216666666666668
7541-YLXCL,True,Hombre,0,False,False,36,True,False,DSL,False,True,False,True,False,True,Un año,True,Cheque C.,65.4,2498.4,2.18
7542-CYDDM,False,Hombre,0,False,False,18,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,20.05,358.5,0.6683333333333333
7544-ZVIKX,False,Hombre,0,True,True,58,True,True,Fiber optic,False,False,True,True,True,True,Un año,True,Transferencia,105.05,6004.85,3.5016666666666665
7547-EKNFS,True,Hombre,0,True,False,42,True,True,Fiber optic,False,True,True,False,True,False,Mes a mes,True,Transferencia,95.25,3959.35,3.175
7548-SEPYI,True,Mujer,0,False,False,5,True,False,Fiber optic,False,True,False,False,True,True,Mes a mes,True,Cheque E.,96.25,512.45,3.2083333333333335
7549-MYGPK,True,Mujer,0,True,True,63,True,True,Fiber optic,True,True,True,False,True,False,Mes a mes,True,Cheque E.,100.55,6215.35,3.3516666666666666
7550-WIQVA,False,Hombre,0,True,True,50,True,True,Fiber optic,True,True,True,False,True,True,Un año,True,Cheque E.,108.25,5431.4,3.6083333333333334
7551-DACSP,True,Hombre,0,True,True,6,True,False,DSL,False,True,True,False,False,False,Mes a mes,True,Cheque C.,55.3,324.25,1.8433333333333333
7551-JOHTI,True,Mujer,0,False,False,1,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,19.5,19.5,0.65
7552-KEYGT,False,Hombre,0,True,False,27,True,False,No,False,False,False,False,False,False,Dos años,False,Transferencia,19.55,520.55,0.6516666666666667
7554-AKDQF,False,Mujer,0,True,False,6,True,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque C.,45.65,323.45,1.5216666666666667
7554-NEWDD,False,Hombre,0,False,False,10,True,True,No,False,False,False,False,False,False,Dos años,False,Transferencia,25.7,251.6,0.8566666666666667
7558-IMLMT,False,Hombre,0,True,True,67,True,False,No,False,False,False,False,False,False,Dos años,True,Cheque C.,20.8,1411.9,0.6933333333333334
7560-QJAVJ,False,Mujer,0,False,False,70,True,False,DSL,True,False,True,True,True,True,Dos años,False,Transferencia,79.6,5589.45,2.6533333333333333
7560-QRBXH,False,Mujer,0,False,True,48,True,False,No,False,False,False,False,False,False,Un año,False,Cheque C.,19.95,936.7,0.6649999999999999
7562-GSUHK,True,Mujer,0,False,False,16,True,False,Fiber optic,False,True,True,False,False,True,Mes a mes,True,Tarjeta C.,93.2,1573.7,3.106666666666667
7562-UXTPG,False,Mujer,0,False,False,13,True,False,Fiber optic,False,False,False,False,False,False,Mes a mes,True,Cheque C.,70.15,886.7,2.3383333333333334
7563-BIUPC,True,Hombre,0,False,False,5,True,False,Fiber optic,False,False,False,False,True,False,Mes a mes,True,Cheque E.,80.6,415.55,2.6866666666666665
7564-GHCVB,False,Mujer,0,True,True,72,True,True,Fiber optic,True,False,False,False,False,False,Dos años,False,Transferencia,79.05,5730.7,2.635
7566-DSRLQ,False,Mujer,0,True,False,72,True,True,Fiber optic,False,True,True,True,True,True,Dos años,True,Cheque E.,110.15,7998.8,3.671666666666667
7567-ECMCM,False,Hombre,0,False,False,24,True,False,Fiber optic,False,False,False,False,False,True,Mes a mes,True,Tarjeta C.,79.85,2001.0,2.6616666666666666
7568-PODML,True,Hombre,0,False,False,1,False,False,DSL,False,False,False,False,True,True,Mes a mes,True,Cheque C.,45.3,45.3,1.51
7569-NMZYQ,False,Mujer,0,True,True,72,True,True,Fiber optic,True,True,True,True,True,True,Dos años,True,Transferencia,118.75,8672.45,3.9583333333333335
7570-WELNY,False,Mujer,0,True,False,68,True,True,Fiber optic,True,True,False,False,False,False,Dos años,True,Transferencia,84.7,5711.05,2.8233333333333333
7571-YXDAD,True,Mujer,0,False,False,2,True,True,Fiber optic,False,False,False,False,False,False,Mes a mes,False,Tarjeta C.,74.9,147.15,2.496666666666667
7572-KPVKK,False,Hombre,0,False,True,62,True,True,Fiber optic,False,False,True,True,True,True,Dos años,True,Cheque E.,104.05,6590.5,3.4683333333333333
7576-ASEJU,False,Mujer,0,True,True,41,True,False,DSL,True,False,False,True,True,True,Un año,True,Tarjeta C.,74.7,3187.65,2.49
7576-JMYWV,False,Mujer,1,True,True,46,True,True,Fiber optic,True,True,False,True,True,True,Mes a mes,True,Cheque E.,110.2,4972.1,3.6733333333333333
7576-OYWBN,True,Hombre,1,False,False,3,True,True,Fiber optic,False,False,False,False,False,False,Mes a mes,True,Cheque E.,76.05,231.8,2.5349999999999997
7577-SWIFR,False,Hombre,0,False,False,1,True,False,Fiber optic,False,False,False,False,True,True,Mes a mes,True,Cheque E.,89.25,89.25,2.975
7579-KKLOE,False,Hombre,0,True,True,71,True,True,DSL,True,True,True,True,True,True,Dos años,True,Cheque C.,91.25,6589.6,3.0416666666666665
7579-OOPEC,True,Mujer,1,True,False,2,True,False,DSL,False,True,False,False,False,False,Mes a mes,False,Tarjeta C.,50.15,115.1,1.6716666666666666
7580-UGXNC,True,Mujer,1,False,False,2,True,False,DSL,True,True,False,False,False,False,Mes a mes,False,Cheque C.,54.85,104.2,1.8283333333333334
7581-EBBOU,False,Mujer,0,False,False,60,True,False,DSL,False,True,True,True,True,False,Un año,True,Tarjeta C.,70.15,4224.7,2.3383333333333334
7586-ZATGZ,False,Hombre,0,False,False,40,True,True,Fiber optic,False,False,False,False,True,False,Mes a mes,True,Cheque E.,84.9,3369.05,2.83
7587-AOVVU,False,Hombre,0,True,True,27,True,True,Fiber optic,True,True,False,True,True,False,Mes a mes,False,Cheque E.,100.75,2793.55,3.3583333333333334
7587-RZNME,True,Hombre,0,False,False,3,True,False,DSL,False,False,False,False,False,False,Mes a mes,True,Cheque E.,43.3,123.65,1.4433333333333331
7590-VHVEG,False,Mujer,0,True,False,1,False,False,DSL,False,True,False,False,False,False,Mes a mes,True,Cheque E.,29.85,29.85,0.995
7593-JNWRU,True,Hombre,0,True,True,6,True,False,DSL,False,False,False,False,False,False,Mes a mes,True,Transferencia,44.6,260.8,1.4866666666666668
7593-XFKDI,True,Hombre,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque C.,46.3,46.3,1.5433333333333332
7594-LZNWR,False,Hombre,1,False,False,34,True,False,Fiber optic,False,False,False,False,False,False,Mes a mes,False,Tarjeta C.,69.15,2275.1,2.305
7594-RQHXR,True,Mujer,0,False,True,1,True,False,Fiber optic,False,False,False,False,False,True,Mes a mes,True,Cheque E.,79.6,79.6,2.6533333333333333
7595-EHCDL,False,Hombre,0,True,True,32,False,False,DSL,False,False,True,False,True,True,Mes a mes,False,Tarjeta C.,50.6,1653.45,1.6866666666666668
7595-EUIVN,True,Mujer,0,False,False,1,True,False,Fiber optic,False,True,False,False,False,False,Mes a mes,False,Cheque E.,75.8,75.8,2.5266666666666664
7596-IIWYC,False,Mujer,0,False,False,27,True,False,No,False,False,False,False,False,False,Dos años,True,Transferencia,20.25,538.2,0.675
7596-LDUXP,False,Mujer,0,False,False,12,True,False,Fiber optic,True,False,False,False,True,False,Un año,True,Tarjeta C.,85.15,979.05,2.8383333333333334
7596-ZYWBB,False,Mujer,0,False,False,65,True,False,DSL,True,True,False,True,False,False,Dos años,True,Cheque C.,59.6,3739.8,1.9866666666666668
7598-UAASY,True,Hombre,0,True,False,2,True,False,Fiber optic,False,False,True,False,False,False,Mes a mes,False,Cheque E.,76.4,151.8,2.546666666666667
7599-FKVXZ,True,Hombre,0,True,False,42,True,True,Fiber optic,False,False,True,True,True,True,Mes a mes,True,Transferencia,106.15,4512.7,3.5383333333333336
7599-NTMDP,False,Mujer,0,True,True,62,False,False,DSL,True,True,False,True,True,False,Dos años,False,Transferencia,48.7,3008.55,1.6233333333333335
7601-DHFWZ,False,Mujer,0,False,False,48,True,True,No,False,False,False,False,False,False,Dos años,False,Tarjeta C.,24.0,1183.05,0.8
7601-GNDYK,False,Hombre,0,True,True,35,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque C.,19.6,686.95,0.6533333333333334
7601-WFVZV,False,Hombre,0,False,False,1,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,19.55,19.55,0.6516666666666667
7602-DBTOU,False,Mujer,0,True,False,71,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque C.,19.6,1416.5,0.6533333333333334
7602-MVRMB,False,Mujer,0,True,True,72,True,True,Fiber optic,True,False,True,True,True,True,Dos años,True,Transferencia,110.45,8058.85,3.6816666666666666
7603-USHJS,True,Hombre,0,False,True,12,True,True,Fiber optic,False,False,False,False,False,False,Mes a mes,True,Tarjeta C.,73.75,871.4,2.4583333333333335
7605-BDWDC,False,Mujer,0,False,False,31,False,False,DSL,True,True,False,True,False,True,Dos años,True,Transferencia,49.85,1520.1,1.6616666666666666
7605-SNLQG,False,Mujer,0,True,False,45,True,False,DSL,False,False,True,False,False,False,Mes a mes,True,Tarjeta C.,50.25,2221.55,1.675
7606-BPHHN,False,Hombre,0,False,False,72,True,False,No,False,False,False,False,False,False,Dos años,True,Tarjeta C.,19.8,1468.75,0.66
7607-QKKTJ,False,Hombre,0,True,True,45,True,True,Fiber optic,False,True,True,False,False,True,Un año,True,Tarjeta C.,95.0,4368.85,3.1666666666666665
7608-RGIRO,False,Hombre,0,False,True,62,True,True,No,False,False,False,False,False,False,Dos años,True,Cheque C.,24.4,1413.0,0.8133333333333332
7609-NRNCA,False,Mujer,0,False,False,17,True,False,No,False,False,False,False,False,False,Un año,False,Cheque C.,19.55,280.85,0.6516666666666667
7609-YBPXG,False,Hombre,0,False,False,54,True,True,DSL,True,False,True,True,True,True,Dos años,False,Transferencia,87.1,4735.2,2.9033333333333333
7610-TVOPG,False,Hombre,0,False,False,15,True,True,No,False,False,False,False,False,False,Mes a mes,True,Cheque E.,26.35,378.6,0.8783333333333334
7611-YKYTC,False,Hombre,0,True,True,22,True,False,Fiber optic,True,False,False,False,False,False,Mes a mes,False,Transferencia,75.0,1573.95,2.5
7613-LLQFO,True,Hombre,0,False,False,12,True,True,Fiber optic,False,False,False,False,True,False,Mes a mes,True,Cheque E.,84.45,1059.55,2.815
7614-QVWQL,True,Hombre,0,True,True,49,False,False,DSL,False,True,False,False,True,True,Un año,True,Transferencia,51.8,2541.25,1.7266666666666666
7615-ESMYF,True,Mujer,0,True,False,2,False,False,DSL,False,False,False,False,True,True,Mes a mes,False,Cheque E.,44.6,97.1,1.4866666666666668
7617-EYGLW,False,Hombre,0,False,False,1,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque E.,19.45,19.45,0.6483333333333333
7619-ODSGN,True,Hombre,0,True,True,24,True,True,DSL,True,False,False,False,False,False,Mes a mes,False,Cheque E.,54.75,1338.15,1.825
7619-PLRLP,False,Mujer,0,True,False,53,True,True,DSL,True,True,True,False,False,True,Un año,False,Transferencia,74.1,3833.95,2.4699999999999998
7621-VPNET,False,Mujer,0,True,False,42,True,True,Fiber optic,False,False,True,True,False,False,Mes a mes,True,Tarjeta C.,85.9,3729.75,2.8633333333333337
7622-FWGEW,False,Hombre,1,True,False,56,True,False,DSL,True,True,True,True,True,True,Dos años,True,Transferencia,85.65,4824.45,2.855
7622-NXQZR,False,Hombre,0,False,False,28,False,False,DSL,False,False,False,True,False,False,Mes a mes,True,Tarjeta C.,30.1,810.85,1.0033333333333334
7623-HKYRK,False,Hombre,0,False,True,6,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,19.7,111.65,0.6566666666666666
7623-TRNQN,True,Hombre,0,False,True,1,True,False,DSL,False,False,False,True,False,False,Mes a mes,True,Cheque C.,49.9,49.9,1.6633333333333333
7625-XCQRH,True,Mujer,0,False,False,11,True,True,Fiber optic,False,False,False,False,False,False,Mes a mes,True,Cheque E.,76.5,837.95,2.55
7627-JKIAZ,True,Mujer,0,True,False,37,True,True,Fiber optic,False,False,True,False,False,False,Mes a mes,True,Tarjeta C.,78.95,2839.65,2.631666666666667
7629-WFGLW,False,Mujer,1,True,False,56,True,True,Fiber optic,True,True,True,True,False,False,Un año,False,Cheque E.,95.65,5471.75,3.1883333333333335
7629-WIXZF,False,Mujer,0,False,False,7,True,False,DSL,True,False,False,False,False,True,Un año,True,Cheque E.,59.1,369.25,1.97
7632-MNYOY,True,Hombre,1,False,False,66,True,True,Fiber optic,False,True,True,True,True,True,Un año,False,Tarjeta C.,110.9,7432.05,3.6966666666666668
7632-YUTXB,False,Mujer,0,True,True,25,True,False,No,False,False,False,False,False,False,Un año,False,Cheque C.,20.05,520.1,0.6683333333333333
7633-MVPUY,False,Hombre,0,True,False,57,True,False,DSL,True,True,False,True,False,False,Dos años,True,Cheque E.,59.75,3450.15,1.9916666666666667
7634-HLQJR,False,Mujer,0,True,True,47,True,False,No,False,False,False,False,False,False,Dos años,False,Tarjeta C.,20.05,1016.7,0.6683333333333333
7634-WSWDB,False,Mujer,0,False,True,8,False,False,DSL,True,False,False,False,False,True,Mes a mes,True,Cheque E.,38.5,330.8,1.2833333333333334
7636-OWBPG,False,Hombre,1,False,False,12,False,False,DSL,False,True,False,False,False,False,Mes a mes,True,Tarjeta C.,29.35,381.2,0.9783333333333334
7636-PEPNS,False,Mujer,0,True,True,58,True,False,DSL,False,False,False,False,False,False,Un año,True,Cheque C.,44.1,2413.05,1.47
7636-XUHWW,False,Hombre,0,False,False,2,True,False,No,False,False,False,False,False,False,Mes a mes,True,Tarjeta C.,19.9,33.7,0.6633333333333333
7638-QVMVY,True,Mujer,0,False,False,7,True,False,Fiber optic,False,False,False,False,True,False,Mes a mes,True,Cheque E.,79.0,522.95,2.6333333333333333
7639-LIAYI,False,Hombre,0,False,False,52,True,True,DSL,True,False,False,True,True,True,Dos años,True,Tarjeta C.,79.75,4217.8,2.658333333333333
7639-OPLNG,False,Hombre,0,True,True,70,True,True,DSL,True,True,True,True,True,False,Dos años,True,Transferencia,79.25,5731.85,2.6416666666666666
7639-SUPCW,True,Mujer,0,False,False,22,True,False,DSL,True,False,False,False,False,False,Mes a mes,True,Tarjeta C.,48.8,1054.6,1.6266666666666665
7641-EUYET,True,Hombre,1,True,True,46,True,True,Fiber optic,True,True,True,False,True,False,Mes a mes,True,Cheque E.,100.7,4541.2,3.356666666666667
7641-TQFHN,False,Hombre,0,False,True,39,True,True,Fiber optic,False,False,False,True,True,True,Dos años,False,Cheque C.,100.55,3895.35,3.3516666666666666
7643-RCHXS,False,Mujer,0,True,True,63,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque E.,19.35,1263.85,0.645
7644-OMVMY,False,Hombre,0,True,True,0,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque C.,19.85,,0.6616666666666667
7647-GYYKX,False,Mujer,0,True,True,54,True,False,No,False,False,False,False,False,False,Dos años,True,Transferencia,20.35,1092.35,0.6783333333333333
7649-PHJVR,False,Hombre,0,False,False,11,True,False,No,False,False,False,False,False,False,Un año,False,Cheque C.,19.5,226.8,0.65
7649-SIJJF,False,Hombre,0,True,False,71,True,True,DSL,True,True,True,True,False,True,Dos años,True,Cheque C.,80.1,5585.4,2.67
7654-YWJUF,False,Hombre,0,True,False,43,True,False,Fiber optic,True,False,True,True,False,False,Un año,True,Transferencia,84.25,3539.25,2.808333333333333
7657-DYEPJ,True,Hombre,1,False,False,38,True,False,DSL,False,True,True,True,True,False,Un año,True,Tarjeta C.,70.15,2497.35,2.3383333333333334
7658-UYUQS,False,Hombre,1,True,False,21,True,False,Fiber optic,False,False,True,False,True,False,Mes a mes,False,Transferencia,86.55,1857.25,2.885
7660-HDPJV,True,Mujer,0,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Mes a mes,True,Cheque E.,69.2,69.2,2.3066666666666666
7661-CPURM,False,Hombre,0,False,False,19,True,False,Fiber optic,False,False,False,True,False,True,Un año,True,Tarjeta C.,87.7,1725.95,2.9233333333333333
7663-CUXZB,False,Hombre,0,True,False,59,True,True,Fiber optic,True,True,True,True,True,True,Dos años,False,Cheque E.,113.75,6561.25,3.7916666666666665
7663-RGWBC,True,Hombre,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Mes a mes,True,Cheque C.,44.15,44.15,1.4716666666666667
7663-YJHSN,False,Mujer,0,True,False,72,True,True,Fiber optic,True,True,True,True,True,False,Dos años,True,Transferencia,103.95,7556.9,3.4650000000000003
7663-ZTEGJ,False,Hombre,0,False,True,29,True,True,Fiber optic,False,True,True,True,False,True,Un año,False,Tarjeta C.,100.55,2830.45,3.3516666666666666
7665-NKLAV,False,Mujer,0,True,True,36,False,False,DSL,True,False,True,True,False,False,Dos años,False,Tarjeta C.,40.65,1547.35,1.355
7665-TOALD,True,Mujer,0,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Mes a mes,True,Cheque E.,69.6,69.6,2.32
7665-VIGUD,False,Hombre,0,False,False,10,True,False,No,False,False,False,False,False,False,Un año,False,Cheque C.,20.35,176.3,0.6783333333333333
7666-WKRON,True,Mujer,0,False,False,39,True,False,Fiber optic,False,False,True,True,False,False,Dos años,True,Cheque E.,80.45,3201.55,2.6816666666666666
7668-XCFYV,False,Mujer,1,True,False,17,True,True,Fiber optic,False,False,False,False,True,True,Mes a mes,True,Cheque E.,92.55,1614.7,3.085
7669-LCRSD,False,Hombre,0,True,True,12,True,False,DSL,False,False,False,False,True,False,Mes a mes,True,Cheque C.,56.3,628.65,1.8766666666666665
7670-ZBPOQ,False,Mujer,0,True,False,58,True,True,DSL,True,False,False,True,False,False,Un año,True,Transferencia,61.05,3478.75,2.0349999999999997
7672-VFMXZ,False,Hombre,0,True,False,57,True,False,DSL,True,False,False,True,False,False,Mes a mes,False,Cheque E.,55.7,3171.6,1.8566666666666667
7673-BQGKU,False,Mujer,0,True,True,69,True,False,No,False,False,False,False,False,False,Dos años,False,Transferencia,20.15,1337.5,0.6716666666666666
7673-LPRNY,False,Mujer,0,False,False,23,True,True,DSL,True,False,True,False,True,True,Un año,True,Cheque E.,78.55,1843.05,2.618333333333333
7674-YTAFD,False,Mujer,0,False,False,33,True,False,Fiber optic,False,True,False,True,False,False,Un año,True,Transferencia,79.95,2684.85,2.665
7675-OZCZG,True,Mujer,1,False,False,3,True,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque E.,45.0,127.1,1.5
7677-SJJJK,False,Hombre,0,True,True,8,True,False,No,False,False,False,False,False,False,Un año,False,Tarjeta C.,19.9,153.95,0.6633333333333333
7682-AZNDK,False,Hombre,0,True,True,34,True,False,Fiber optic,False,True,True,False,True,False,Mes a mes,True,Cheque E.,89.85,3091.75,2.9949999999999997
7683-CBDKJ,True,Hombre,0,True,True,14,True,False,DSL,True,True,False,False,True,False,Mes a mes,True,Cheque E.,65.45,937.6,2.1816666666666666
7684-XSZIY,False,Hombre,0,True,True,72,True,True,No,False,False,False,False,False,False,Dos años,False,Transferencia,24.3,1643.25,0.81
7688-AWMDX,False,Hombre,0,True,False,71,True,False,DSL,True,False,False,True,False,False,Dos años,False,Transferencia,54.5,3778.2,1.8166666666666667
7690-KPNCU,False,Hombre,0,True,True,64,True,False,DSL,True,False,True,False,True,True,Un año,True,Tarjeta C.,73.05,4688.65,2.435
7691-KGKGP,False,Hombre,0,True,True,53,True,False,DSL,False,True,False,True,True,False,Mes a mes,False,Tarjeta C.,65.0,3363.8,2.1666666666666665
7691-XVTZH,False,Mujer,0,True,False,68,True,True,Fiber optic,False,False,True,False,True,False,Dos años,True,Transferencia,89.95,5974.3,2.9983333333333335
7693-LCKZL,True,Hombre,0,True,True,5,True,True,Fiber optic,False,True,False,False,False,False,Mes a mes,True,Cheque E.,80.15,385.0,2.671666666666667
7693-QPEFS,False,Hombre,1,False,False,52,True,True,Fiber optic,False,False,False,False,False,False,Mes a mes,True,Transferencia,72.95,3829.75,2.4316666666666666
7694-VLBWQ,True,Hombre,0,True,False,67,True,True,Fiber optic,False,True,True,False,True,True,Un año,False,Cheque E.,104.1,7040.85,3.4699999999999998
7695-PKLCZ,False,Mujer,0,False,False,68,True,False,No,False,False,False,False,False,False,Dos años,False,Tarjeta C.,20.5,1424.9,0.6833333333333333
7696-AMHOD,False,Mujer,0,True,True,49,True,False,DSL,False,True,True,False,True,True,Un año,False,Tarjeta C.,78.0,3824.2,2.6
7696-CFTAT,False,Hombre,0,True,True,37,True,False,No,False,False,False,False,False,False,Dos años,False,Transferencia,19.8,726.1,0.66
7698-YFGEZ,False,Hombre,0,False,False,1,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,20.0,20.0,0.6666666666666666
7703-ZEKEF,True,Hombre,0,False,False,23,True,True,Fiber optic,False,False,True,False,False,False,Mes a mes,True,Cheque E.,81.0,1917.1,2.7
7706-DZNKK,False,Hombre,0,False,False,11,True,False,No,False,False,False,False,False,False,Mes a mes,True,Tarjeta C.,20.45,237.3,0.6816666666666666
7706-YLMQA,False,Mujer,0,False,False,70,True,False,No,False,False,False,False,False,False,Un año,False,Transferencia,19.7,1341.5,0.6566666666666666
7707-PYBBH,False,Hombre,0,False,False,40,True,False,DSL,True,True,False,True,False,False,Mes a mes,True,Cheque C.,61.9,2647.1,2.0633333333333335
7710-JSYOA,False,Mujer,0,True,True,69,True,True,Fiber optic,False,True,False,True,False,True,Dos años,True,Transferencia,93.3,6398.05,3.11
7711-GQBZC,False,Mujer,0,True,True,71,True,True,No,False,False,False,False,False,False,Dos años,False,Transferencia,24.7,1810.55,0.8233333333333334
7711-YIJWC,False,Hombre,0,True,True,61,True,False,DSL,True,True,True,True,True,True,Un año,False,Transferencia,84.9,5264.5,2.83
7714-YXSMB,False,Mujer,0,False,False,26,True,True,Fiber optic,False,False,True,False,True,True,Mes a mes,True,Transferencia,100.5,2599.95,3.35
7716-YTYHG,True,Mujer,0,True,True,48,True,True,Fiber optic,False,False,False,False,False,True,Un año,True,Cheque C.,82.05,4029.95,2.735
7717-BICXI,False,Hombre,0,True,True,60,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque C.,20.55,1205.05,0.685
7718-RXDGG,False,Hombre,0,True,False,15,True,False,Fiber optic,False,False,False,False,False,False,Mes a mes,True,Transferencia,68.6,1108.6,2.2866666666666666
7718-UPSKJ,False,Mujer,0,True,False,69,True,False,Fiber optic,True,True,False,True,True,True,Un año,True,Tarjeta C.,106.4,7251.9,3.546666666666667
